ID,Дата записи,Время записи,Услуга,Учреждение,Регион,Статус,Возраст ученика,Пол ученика,Канал записи,Дата визита,Явился,Причина отмены,Тип учреждения
8066,2024-06-24,18:33,Перевод из другой школы,Школа-лицей №9,Актюбинская,Обслужен,17,М,КИОСК,2024-06-24,Да,,Школа
8067,2025-05-01,03:50,Запрос справки,Школа-лицей №9,Карагандинская,Обслужен,7,М,Через школу,2025-05-01,Да,,Гимназия
8068,2024-06-25,20:53,Перевод из другой школы,Школа-лицей №10,г. Алматы,Записан,7,Ж,Мобильное приложение,,Да,,Школа-лицей
8069,2025-06-02,16:00,Запрос справки,Школа-лицей №9,Туркестанская,Записан,17,Ж,Через школу,,Да,,Школа-лицей
8070,2024-12-30,13:30,Запись в продлёнку,Школа-лицей №7,Алматинская,Записан,9,М,Веб,,Да,,Школа
8071,2025-03-17,23:02,Запись в продлёнку,Школа-лицей №1,г. Алматы,Обслужен,13,Ж,КИОСК,2025-03-17,Да,,Школа-лицей
8072,2025-02-26,21:05,Запрос справки,Школа-лицей №4,Алматинская,Обслужен,6,М,КИОСК,2025-02-26,Да,,Гимназия
8073,2024-11-26,05:16,Запись в продлёнку,Школа-лицей №1,Карагандинская,Записан,17,Ж,КИОСК,,Да,,Школа
8074,2024-11-02,06:10,Перевод из другой школы,Школа-лицей №6,Актюбинская,Обслужен,13,Ж,Мобильное приложение,2024-11-02,Да,,Школа
8075,2025-05-06,02:10,Зачисление в 1 класс,Школа-лицей №10,Карагандинская,Записан,14,М,КИОСК,,Да,,Гимназия
8076,2024-12-01,10:57,Запись в продлёнку,Школа-лицей №10,Актюбинская,Обслужен,17,М,Веб,2024-12-01,Да,,Школа
8077,2025-04-12,00:22,Запись в продлёнку,Школа-лицей №1,Алматинская,Записан,17,Ж,КИОСК,,Нет,,Гимназия
8078,2024-08-02,21:01,Перевод из другой школы,Школа-лицей №10,Алматинская,Обслужен,12,Ж,Через школу,2024-08-02,Да,,Школа
8079,2024-12-14,12:46,Зачисление в 1 класс,Школа-лицей №5,г. Алматы,Отменено,15,М,Через школу,,Да,Не явился,Гимназия
8080,2024-11-10,18:04,Запрос справки,Школа-лицей №4,Актюбинская,Обслужен,14,М,КИОСК,2024-11-10,Да,,Школа
8081,2025-01-19,02:47,Запись в продлёнку,Школа-лицей №4,Карагандинская,Отменено,16,М,Через школу,,Да,,Школа
8082,2024-08-21,10:40,Запрос справки,Школа-лицей №8,Актюбинская,Обслужен,14,М,КИОСК,2024-08-21,Да,,Гимназия
8083,2024-12-05,19:23,Запрос справки,Школа-лицей №5,Карагандинская,Обслужен,15,М,КИОСК,2024-12-05,Да,,Гимназия
8084,2024-10-07,14:04,Перевод из другой школы,Школа-лицей №5,Алматинская,Записан,14,М,Через школу,,Да,,Школа-лицей
8085,2025-03-13,11:55,Перевод из другой школы,Школа-лицей №2,Актюбинская,Обслужен,9,М,Веб,2025-03-13,Да,,Школа-лицей
8086,2024-12-05,19:42,Запись в продлёнку,Школа-лицей №7,Алматинская,Отменено,15,Ж,Через школу,,Нет,,Школа-лицей
8087,2024-10-07,14:33,Зачисление в 1 класс,Школа-лицей №7,Карагандинская,Обслужен,7,Ж,Веб,2024-10-07,Да,,Гимназия
8088,2025-02-14,06:03,Запись в продлёнку,Школа-лицей №9,Актюбинская,Отменено,10,М,Веб,,Да,Отменено учреждением,Школа-лицей
8089,2024-07-23,17:47,Перевод из другой школы,Школа-лицей №3,Туркестанская,Обслужен,10,Ж,Мобильное приложение,2024-07-23,Да,,Школа
8090,2025-05-10,06:17,Перевод из другой школы,Школа-лицей №6,Актюбинская,Обслужен,13,Ж,КИОСК,2025-05-10,Да,,Школа
8091,2024-07-23,12:09,Запрос справки,Школа-лицей №8,Алматинская,Отменено,12,Ж,Мобильное приложение,,Да,По желанию,Школа
8092,2024-06-25,05:37,Перевод из другой школы,Школа-лицей №2,г. Астана,Обслужен,17,М,КИОСК,2024-06-25,Да,,Школа-лицей
8093,2025-06-16,09:52,Запись в продлёнку,Школа-лицей №2,Карагандинская,Обслужен,13,Ж,КИОСК,2025-06-16,Да,,Гимназия
8094,2024-07-29,05:04,Зачисление в 1 класс,Школа-лицей №9,Актюбинская,Отменено,15,Ж,Мобильное приложение,,Нет,Отменено учреждением,Гимназия
8095,2025-04-06,06:28,Запись в продлёнку,Школа-лицей №3,Алматинская,Обслужен,6,М,Мобильное приложение,2025-04-06,Да,,Школа-лицей
8096,2025-02-16,10:20,Зачисление в 1 класс,Школа-лицей №1,Карагандинская,Обслужен,6,М,Мобильное приложение,2025-02-16,Да,,Школа
8097,2024-07-27,08:28,Зачисление в 1 класс,Школа-лицей №5,Туркестанская,Обслужен,9,М,Через школу,2024-07-27,Да,,Школа
8098,2024-12-08,02:50,Перевод из другой школы,Школа-лицей №5,г. Алматы,Обслужен,13,Ж,Веб,2024-12-08,Да,,Школа
8099,2025-01-30,00:34,Запись в продлёнку,Школа-лицей №3,Карагандинская,Обслужен,17,Ж,Веб,2025-01-30,Да,,Гимназия
8100,2024-07-01,00:36,Запрос справки,Школа-лицей №2,г. Астана,Записан,13,Ж,Через школу,,Нет,,Школа-лицей
8101,2024-10-09,02:02,Перевод из другой школы,Школа-лицей №2,Актюбинская,Отменено,9,М,Через школу,,Нет,Отменено учреждением,Гимназия
8102,2024-09-09,16:43,Запись в продлёнку,Школа-лицей №2,г. Астана,Обслужен,15,М,Мобильное приложение,2024-09-09,Да,,Гимназия
8103,2025-04-16,21:17,Перевод из другой школы,Школа-лицей №5,Актюбинская,Обслужен,6,М,Через школу,2025-04-16,Да,,Гимназия
8104,2025-01-19,18:58,Зачисление в 1 класс,Школа-лицей №9,г. Алматы,Отменено,14,Ж,КИОСК,,Нет,Не явился,Гимназия
8105,2024-08-02,16:13,Запрос справки,Школа-лицей №1,Алматинская,Обслужен,14,Ж,Мобильное приложение,2024-08-02,Да,,Школа
8106,2025-05-17,07:56,Запрос справки,Школа-лицей №10,Карагандинская,Обслужен,15,М,Через школу,2025-05-17,Да,,Школа-лицей
8107,2024-08-06,13:12,Запись в продлёнку,Школа-лицей №6,Туркестанская,Отменено,9,Ж,Через школу,,Нет,Не явился,Школа-лицей
8108,2025-04-23,11:14,Перевод из другой школы,Школа-лицей №10,г. Алматы,Обслужен,7,М,Мобильное приложение,2025-04-23,Да,,Школа-лицей
8109,2024-11-26,01:37,Перевод из другой школы,Школа-лицей №4,г. Алматы,Обслужен,16,Ж,Веб,2024-11-26,Да,,Гимназия
8110,2025-03-19,05:06,Зачисление в 1 класс,Школа-лицей №10,Актюбинская,Записан,10,М,Мобильное приложение,,Нет,,Гимназия
8111,2025-04-02,21:00,Запрос справки,Школа-лицей №3,Туркестанская,Записан,15,М,Мобильное приложение,,Нет,,Школа-лицей
8112,2024-06-21,19:43,Запись в продлёнку,Школа-лицей №9,Туркестанская,Обслужен,10,Ж,Мобильное приложение,2024-06-21,Да,,Гимназия
8113,2025-04-18,23:23,Запись в продлёнку,Школа-лицей №2,г. Алматы,Записан,11,М,Через школу,,Нет,,Школа
8114,2025-01-02,00:37,Зачисление в 1 класс,Школа-лицей №10,г. Астана,Отменено,10,Ж,КИОСК,,Нет,По желанию,Гимназия
8115,2024-09-30,15:01,Перевод из другой школы,Школа-лицей №3,Карагандинская,Отменено,10,Ж,Мобильное приложение,,Да,Отменено учреждением,Школа
8116,2024-09-29,09:15,Перевод из другой школы,Школа-лицей №1,Туркестанская,Отменено,11,Ж,КИОСК,,Да,Отменено учреждением,Школа-лицей
8117,2025-05-10,06:24,Зачисление в 1 класс,Школа-лицей №4,Туркестанская,Обслужен,13,М,Веб,2025-05-10,Да,,Школа
8118,2025-06-07,20:02,Запрос справки,Школа-лицей №6,Туркестанская,Обслужен,11,М,Мобильное приложение,2025-06-07,Да,,Школа-лицей
8119,2025-03-07,20:50,Запись в продлёнку,Школа-лицей №9,Карагандинская,Обслужен,13,М,Веб,2025-03-07,Да,,Школа-лицей
8120,2024-06-20,20:40,Зачисление в 1 класс,Школа-лицей №9,Карагандинская,Обслужен,17,Ж,Веб,2024-06-20,Да,,Гимназия
8121,2024-07-01,00:02,Зачисление в 1 класс,Школа-лицей №8,Алматинская,Записан,14,Ж,КИОСК,,Нет,,Школа-лицей
8122,2024-06-29,03:57,Зачисление в 1 класс,Школа-лицей №9,Актюбинская,Обслужен,8,М,Мобильное приложение,2024-06-29,Да,,Школа-лицей
8123,2025-04-22,21:43,Запрос справки,Школа-лицей №1,Алматинская,Обслужен,7,Ж,Через школу,2025-04-22,Да,,Школа
8124,2025-05-11,21:38,Запрос справки,Школа-лицей №7,г. Алматы,Обслужен,6,М,Веб,2025-05-11,Да,,Школа-лицей
8125,2025-05-03,18:07,Запись в продлёнку,Школа-лицей №2,Алматинская,Обслужен,6,Ж,КИОСК,2025-05-03,Да,,Школа-лицей
8126,2025-02-06,18:48,Запрос справки,Школа-лицей №10,г. Астана,Обслужен,9,Ж,Веб,2025-02-06,Да,,Гимназия
8127,2024-10-27,13:58,Запись в продлёнку,Школа-лицей №2,Карагандинская,Отменено,9,М,Веб,,Нет,Отменено учреждением,Гимназия
8128,2025-01-27,04:44,Запрос справки,Школа-лицей №3,г. Алматы,Отменено,14,М,Через школу,,Да,Системная ошибка,Школа
8129,2024-09-20,23:34,Зачисление в 1 класс,Школа-лицей №5,Туркестанская,Записан,7,М,Через школу,,Нет,,Гимназия
8130,2024-11-17,14:24,Запрос справки,Школа-лицей №7,Актюбинская,Обслужен,8,М,Через школу,2024-11-17,Да,,Школа-лицей
8131,2025-02-13,12:04,Перевод из другой школы,Школа-лицей №4,Туркестанская,Записан,7,М,КИОСК,,Нет,,Школа
8132,2024-11-18,01:15,Запрос справки,Школа-лицей №9,Туркестанская,Отменено,6,М,Через школу,,Нет,,Школа
8133,2025-04-26,15:06,Зачисление в 1 класс,Школа-лицей №9,г. Астана,Записан,15,Ж,КИОСК,,Нет,,Школа-лицей
8134,2024-12-02,02:13,Зачисление в 1 класс,Школа-лицей №4,Актюбинская,Отменено,14,М,Через школу,,Нет,Отменено учреждением,Гимназия
8135,2025-06-18,15:55,Запрос справки,Школа-лицей №8,Алматинская,Обслужен,17,М,КИОСК,2025-06-18,Да,,Школа-лицей
8136,2024-11-17,08:09,Зачисление в 1 класс,Школа-лицей №10,Алматинская,Отменено,7,М,Мобильное приложение,,Нет,Отменено учреждением,Школа
8137,2024-08-25,13:51,Перевод из другой школы,Школа-лицей №3,Алматинская,Обслужен,16,М,Мобильное приложение,2024-08-25,Да,,Гимназия
8138,2025-06-05,00:55,Запись в продлёнку,Школа-лицей №6,Карагандинская,Записан,9,Ж,Веб,,Да,,Школа-лицей
8139,2025-01-05,03:19,Запрос справки,Школа-лицей №5,г. Астана,Обслужен,11,Ж,Через школу,2025-01-05,Да,,Школа-лицей
8140,2024-12-05,18:40,Запрос справки,Школа-лицей №4,г. Алматы,Записан,7,М,Через школу,,Нет,,Школа-лицей
8141,2024-07-27,18:19,Зачисление в 1 класс,Школа-лицей №3,Актюбинская,Обслужен,15,М,КИОСК,2024-07-27,Да,,Гимназия
8142,2025-04-26,22:56,Зачисление в 1 класс,Школа-лицей №1,Актюбинская,Отменено,7,Ж,Через школу,,Да,Отменено учреждением,Школа-лицей
8143,2024-12-31,04:04,Перевод из другой школы,Школа-лицей №7,г. Астана,Записан,11,Ж,КИОСК,,Да,,Гимназия
8144,2025-02-19,18:23,Запрос справки,Школа-лицей №3,Туркестанская,Обслужен,9,Ж,Мобильное приложение,2025-02-19,Да,,Школа-лицей
8145,2025-04-19,12:22,Перевод из другой школы,Школа-лицей №3,Туркестанская,Обслужен,17,Ж,Мобильное приложение,2025-04-19,Да,,Школа-лицей
8146,2025-05-12,21:13,Перевод из другой школы,Школа-лицей №5,Карагандинская,Записан,13,М,Мобильное приложение,,Нет,,Школа-лицей
8147,2025-02-17,01:18,Запрос справки,Школа-лицей №2,Карагандинская,Обслужен,16,М,Через школу,2025-02-17,Да,,Гимназия
8148,2025-05-10,12:59,Перевод из другой школы,Школа-лицей №1,г. Астана,Обслужен,8,Ж,КИОСК,2025-05-10,Да,,Школа
8149,2024-08-19,09:51,Запрос справки,Школа-лицей №1,г. Алматы,Обслужен,6,Ж,Мобильное приложение,2024-08-19,Да,,Гимназия
8150,2024-09-06,20:26,Запись в продлёнку,Школа-лицей №1,Туркестанская,Обслужен,6,М,Мобильное приложение,2024-09-06,Да,,Школа-лицей
8151,2024-07-25,06:59,Запрос справки,Школа-лицей №9,Алматинская,Отменено,13,М,Через школу,,Нет,Отменено учреждением,Школа-лицей
8152,2024-12-05,18:45,Перевод из другой школы,Школа-лицей №5,Туркестанская,Записан,11,М,Веб,,Нет,,Школа-лицей
8153,2025-02-18,06:07,Запрос справки,Школа-лицей №8,Алматинская,Записан,6,Ж,Веб,,Да,,Школа
8154,2025-02-04,01:03,Запрос справки,Школа-лицей №10,Карагандинская,Обслужен,12,М,Мобильное приложение,2025-02-04,Да,,Школа-лицей
8155,2024-06-29,22:47,Запись в продлёнку,Школа-лицей №3,Туркестанская,Обслужен,12,М,Веб,2024-06-29,Да,,Гимназия
8156,2025-03-20,01:16,Запрос справки,Школа-лицей №1,г. Астана,Обслужен,15,М,Через школу,2025-03-20,Да,,Школа
8157,2025-06-11,21:37,Запрос справки,Школа-лицей №4,Туркестанская,Записан,7,Ж,Через школу,,Да,,Школа
8158,2025-01-27,17:22,Запрос справки,Школа-лицей №8,Алматинская,Отменено,16,М,Веб,,Нет,Не явился,Гимназия
8159,2024-06-28,22:50,Запрос справки,Школа-лицей №6,Актюбинская,Записан,10,М,Мобильное приложение,,Нет,,Гимназия
8160,2025-03-31,18:55,Перевод из другой школы,Школа-лицей №7,Туркестанская,Обслужен,6,Ж,КИОСК,2025-03-31,Да,,Школа
8161,2024-12-12,16:00,Запись в продлёнку,Школа-лицей №9,г. Алматы,Обслужен,16,Ж,КИОСК,2024-12-12,Да,,Школа-лицей
8162,2025-02-19,02:21,Зачисление в 1 класс,Школа-лицей №10,Актюбинская,Обслужен,14,Ж,Мобильное приложение,2025-02-19,Да,,Гимназия
8163,2024-11-05,20:29,Перевод из другой школы,Школа-лицей №1,Актюбинская,Отменено,17,Ж,Через школу,,Да,По желанию,Школа-лицей
8164,2024-09-20,12:57,Запрос справки,Школа-лицей №9,Карагандинская,Записан,9,М,Веб,,Нет,,Школа
8165,2025-06-02,18:08,Перевод из другой школы,Школа-лицей №1,Туркестанская,Записан,8,М,Через школу,,Да,,Школа-лицей
8166,2024-10-12,15:27,Перевод из другой школы,Школа-лицей №10,Алматинская,Записан,7,Ж,Веб,,Нет,,Школа
8167,2025-01-12,19:57,Перевод из другой школы,Школа-лицей №10,Туркестанская,Записан,14,М,Мобильное приложение,,Да,,Школа-лицей
8168,2025-03-28,17:23,Перевод из другой школы,Школа-лицей №9,г. Астана,Записан,11,М,Мобильное приложение,,Нет,,Гимназия
8169,2025-04-28,08:00,Запись в продлёнку,Школа-лицей №6,Актюбинская,Обслужен,7,Ж,Через школу,2025-04-28,Да,,Школа
8170,2024-11-12,04:28,Перевод из другой школы,Школа-лицей №6,Туркестанская,Обслужен,12,М,Через школу,2024-11-12,Да,,Гимназия
8171,2024-09-28,22:32,Зачисление в 1 класс,Школа-лицей №3,г. Алматы,Записан,17,М,Мобильное приложение,,Да,,Школа
8172,2024-07-09,06:54,Запись в продлёнку,Школа-лицей №1,г. Астана,Записан,7,М,Мобильное приложение,,Нет,,Школа
8173,2024-07-21,09:51,Запись в продлёнку,Школа-лицей №4,Алматинская,Обслужен,14,М,Веб,2024-07-21,Да,,Гимназия
8174,2025-02-17,04:02,Перевод из другой школы,Школа-лицей №3,г. Астана,Записан,16,М,Через школу,,Да,,Школа
8175,2025-02-21,22:27,Зачисление в 1 класс,Школа-лицей №1,г. Астана,Записан,16,Ж,КИОСК,,Нет,,Школа
8176,2025-05-21,11:58,Запрос справки,Школа-лицей №1,г. Астана,Обслужен,15,М,Веб,2025-05-21,Да,,Гимназия
8177,2024-08-01,16:21,Запись в продлёнку,Школа-лицей №2,Карагандинская,Обслужен,14,Ж,Веб,2024-08-01,Да,,Школа
8178,2025-06-14,00:53,Зачисление в 1 класс,Школа-лицей №6,г. Астана,Обслужен,10,М,Мобильное приложение,2025-06-14,Да,,Школа
8179,2024-08-05,09:42,Запрос справки,Школа-лицей №1,г. Астана,Записан,8,Ж,КИОСК,,Нет,,Гимназия
8180,2024-08-13,15:46,Перевод из другой школы,Школа-лицей №7,Туркестанская,Обслужен,9,М,Через школу,2024-08-13,Да,,Школа
8181,2024-09-28,12:37,Зачисление в 1 класс,Школа-лицей №8,Алматинская,Обслужен,10,М,Через школу,2024-09-28,Да,,Школа
8182,2024-07-25,07:49,Зачисление в 1 класс,Школа-лицей №1,Карагандинская,Отменено,10,М,КИОСК,,Да,,Гимназия
8183,2024-12-27,13:53,Зачисление в 1 класс,Школа-лицей №8,Карагандинская,Обслужен,7,М,КИОСК,2024-12-27,Да,,Гимназия
8184,2025-06-08,04:24,Перевод из другой школы,Школа-лицей №5,Алматинская,Обслужен,11,М,Мобильное приложение,2025-06-08,Да,,Школа-лицей
8185,2024-11-17,05:01,Запрос справки,Школа-лицей №4,Туркестанская,Обслужен,10,Ж,Веб,2024-11-17,Да,,Школа-лицей
8186,2024-12-26,19:18,Перевод из другой школы,Школа-лицей №4,Актюбинская,Записан,17,Ж,Через школу,,Да,,Школа
8187,2024-06-27,16:35,Зачисление в 1 класс,Школа-лицей №8,Алматинская,Записан,17,Ж,Мобильное приложение,,Да,,Школа-лицей
8188,2024-07-17,10:52,Зачисление в 1 класс,Школа-лицей №6,Алматинская,Обслужен,14,М,Веб,2024-07-17,Да,,Гимназия
8189,2025-02-16,18:17,Запрос справки,Школа-лицей №6,Туркестанская,Отменено,13,М,Через школу,,Да,Не явился,Школа-лицей
8190,2024-09-08,20:08,Запись в продлёнку,Школа-лицей №7,г. Алматы,Обслужен,13,М,Веб,2024-09-08,Да,,Гимназия
8191,2024-11-29,23:56,Запись в продлёнку,Школа-лицей №2,г. Астана,Записан,6,М,Веб,,Да,,Школа
8192,2025-05-30,04:42,Запрос справки,Школа-лицей №4,Алматинская,Отменено,8,М,КИОСК,,Да,,Школа
8193,2025-02-20,15:31,Зачисление в 1 класс,Школа-лицей №8,Актюбинская,Обслужен,12,М,Через школу,2025-02-20,Да,,Гимназия
8194,2025-04-29,06:04,Зачисление в 1 класс,Школа-лицей №1,Алматинская,Отменено,10,Ж,КИОСК,,Да,По желанию,Гимназия
8195,2024-08-27,14:17,Запись в продлёнку,Школа-лицей №5,Алматинская,Записан,10,Ж,Мобильное приложение,,Да,,Школа-лицей
8196,2024-06-22,01:01,Запись в продлёнку,Школа-лицей №10,г. Алматы,Отменено,8,Ж,Мобильное приложение,,Да,По желанию,Гимназия
8197,2025-03-02,03:57,Зачисление в 1 класс,Школа-лицей №4,Алматинская,Обслужен,9,М,КИОСК,2025-03-02,Да,,Гимназия
8198,2025-02-19,11:43,Запрос справки,Школа-лицей №2,Карагандинская,Обслужен,8,М,Через школу,2025-02-19,Да,,Школа-лицей
8199,2025-05-16,16:56,Запись в продлёнку,Школа-лицей №8,г. Астана,Записан,14,Ж,Веб,,Да,,Школа
8200,2024-08-03,14:23,Зачисление в 1 класс,Школа-лицей №2,г. Алматы,Записан,9,Ж,Через школу,,Нет,,Гимназия
8201,2024-10-31,16:08,Запись в продлёнку,Школа-лицей №10,Туркестанская,Обслужен,14,М,Мобильное приложение,2024-10-31,Да,,Школа
8202,2025-02-12,21:41,Зачисление в 1 класс,Школа-лицей №8,Туркестанская,Записан,11,Ж,Веб,,Нет,,Гимназия
8203,2025-01-17,15:17,Зачисление в 1 класс,Школа-лицей №7,г. Алматы,Обслужен,6,Ж,Через школу,2025-01-17,Да,,Гимназия
8204,2024-08-19,03:08,Запись в продлёнку,Школа-лицей №7,г. Астана,Отменено,6,Ж,Веб,,Нет,Не явился,Гимназия
8205,2025-04-03,15:46,Запрос справки,Школа-лицей №3,Алматинская,Обслужен,15,Ж,Мобильное приложение,2025-04-03,Да,,Школа-лицей
8206,2025-06-13,05:24,Запрос справки,Школа-лицей №1,Туркестанская,Обслужен,10,М,Веб,2025-06-13,Да,,Школа
8207,2024-09-01,23:09,Запрос справки,Школа-лицей №2,Туркестанская,Обслужен,7,Ж,Через школу,2024-09-01,Да,,Школа
8208,2024-06-30,05:07,Перевод из другой школы,Школа-лицей №8,Алматинская,Обслужен,9,М,Веб,2024-06-30,Да,,Школа-лицей
8209,2024-06-27,20:00,Перевод из другой школы,Школа-лицей №4,г. Астана,Записан,15,М,КИОСК,,Нет,,Гимназия
8210,2025-01-03,18:54,Запись в продлёнку,Школа-лицей №5,Туркестанская,Записан,14,Ж,КИОСК,,Нет,,Школа
8211,2024-08-17,07:52,Перевод из другой школы,Школа-лицей №2,г. Алматы,Обслужен,17,Ж,КИОСК,2024-08-17,Да,,Школа-лицей
8212,2025-05-21,09:44,Зачисление в 1 класс,Школа-лицей №6,Туркестанская,Отменено,9,Ж,Веб,,Да,По желанию,Школа
8213,2024-08-02,12:21,Запись в продлёнку,Школа-лицей №5,Алматинская,Обслужен,14,М,Через школу,2024-08-02,Да,,Гимназия
8214,2024-06-30,01:03,Перевод из другой школы,Школа-лицей №1,г. Астана,Записан,8,М,КИОСК,,Нет,,Школа-лицей
8215,2024-08-11,04:36,Перевод из другой школы,Школа-лицей №1,Туркестанская,Обслужен,16,Ж,Через школу,2024-08-11,Да,,Гимназия
8216,2024-07-21,04:08,Запрос справки,Школа-лицей №8,Карагандинская,Обслужен,7,Ж,Через школу,2024-07-21,Да,,Школа
8217,2025-03-14,04:03,Запрос справки,Школа-лицей №1,г. Астана,Отменено,15,Ж,Мобильное приложение,,Да,Не явился,Гимназия
8218,2024-09-30,00:24,Запись в продлёнку,Школа-лицей №10,Карагандинская,Обслужен,8,М,Веб,2024-09-30,Да,,Гимназия
8219,2024-12-23,01:48,Запрос справки,Школа-лицей №2,г. Астана,Записан,16,М,Через школу,,Нет,,Школа
8220,2024-07-24,08:11,Перевод из другой школы,Школа-лицей №6,Туркестанская,Записан,15,М,Мобильное приложение,,Да,,Школа-лицей
8221,2025-03-20,12:50,Зачисление в 1 класс,Школа-лицей №8,Туркестанская,Отменено,14,М,Мобильное приложение,,Да,Отменено учреждением,Школа
8222,2025-02-27,09:14,Запись в продлёнку,Школа-лицей №2,Актюбинская,Обслужен,7,М,КИОСК,2025-02-27,Да,,Школа-лицей
8223,2024-12-17,21:48,Зачисление в 1 класс,Школа-лицей №8,Карагандинская,Обслужен,15,М,Веб,2024-12-17,Да,,Гимназия
8224,2025-04-29,05:14,Запись в продлёнку,Школа-лицей №9,г. Алматы,Обслужен,12,Ж,Веб,2025-04-29,Да,,Гимназия
8225,2024-12-05,03:32,Перевод из другой школы,Школа-лицей №5,Актюбинская,Записан,9,Ж,Веб,,Нет,,Гимназия
8226,2024-11-21,09:20,Запрос справки,Школа-лицей №6,Алматинская,Обслужен,7,М,Через школу,2024-11-21,Да,,Школа-лицей
8227,2024-09-24,22:22,Зачисление в 1 класс,Школа-лицей №8,Карагандинская,Обслужен,12,М,КИОСК,2024-09-24,Да,,Школа-лицей
8228,2024-09-03,21:44,Зачисление в 1 класс,Школа-лицей №4,Актюбинская,Обслужен,14,Ж,Мобильное приложение,2024-09-03,Да,,Школа
8229,2025-05-13,23:27,Зачисление в 1 класс,Школа-лицей №1,Туркестанская,Обслужен,9,Ж,КИОСК,2025-05-13,Да,,Школа-лицей
8230,2024-10-06,17:47,Перевод из другой школы,Школа-лицей №8,г. Астана,Записан,8,Ж,Мобильное приложение,,Да,,Гимназия
8231,2024-07-28,15:44,Перевод из другой школы,Школа-лицей №3,Карагандинская,Обслужен,13,Ж,Веб,2024-07-28,Да,,Гимназия
8232,2025-04-23,04:33,Перевод из другой школы,Школа-лицей №5,Алматинская,Отменено,16,Ж,Веб,,Нет,Системная ошибка,Школа
8233,2025-02-02,11:46,Зачисление в 1 класс,Школа-лицей №10,Алматинская,Обслужен,8,Ж,КИОСК,2025-02-02,Да,,Школа
8234,2024-08-22,10:49,Зачисление в 1 класс,Школа-лицей №2,Карагандинская,Обслужен,7,М,Через школу,2024-08-22,Да,,Школа-лицей
8235,2024-09-06,21:46,Перевод из другой школы,Школа-лицей №3,Туркестанская,Записан,6,Ж,КИОСК,,Да,,Школа-лицей
8236,2024-12-25,23:55,Запись в продлёнку,Школа-лицей №6,Туркестанская,Отменено,10,М,КИОСК,,Нет,,Школа
8237,2025-05-27,07:27,Зачисление в 1 класс,Школа-лицей №4,Туркестанская,Записан,13,М,Через школу,,Да,,Школа-лицей
8238,2024-11-30,20:34,Запись в продлёнку,Школа-лицей №8,г. Астана,Записан,7,М,КИОСК,,Да,,Школа-лицей
8239,2025-04-05,11:48,Запрос справки,Школа-лицей №2,Карагандинская,Отменено,17,М,Веб,,Нет,По желанию,Гимназия
8240,2025-05-01,12:59,Зачисление в 1 класс,Школа-лицей №4,Алматинская,Обслужен,14,М,Веб,2025-05-01,Да,,Школа
8241,2025-02-15,09:30,Перевод из другой школы,Школа-лицей №10,Туркестанская,Отменено,17,М,Мобильное приложение,,Нет,Отменено учреждением,Школа
8242,2025-02-09,15:44,Зачисление в 1 класс,Школа-лицей №4,Карагандинская,Записан,16,М,Мобильное приложение,,Да,,Школа-лицей
8243,2024-12-02,02:04,Запрос справки,Школа-лицей №10,Карагандинская,Обслужен,13,М,Через школу,2024-12-02,Да,,Школа-лицей
8244,2025-01-25,18:18,Запись в продлёнку,Школа-лицей №5,Карагандинская,Отменено,8,Ж,КИОСК,,Да,По желанию,Гимназия
8245,2024-11-11,19:20,Запрос справки,Школа-лицей №6,Карагандинская,Обслужен,12,Ж,Через школу,2024-11-11,Да,,Школа
8246,2025-05-03,08:18,Запись в продлёнку,Школа-лицей №7,г. Астана,Записан,17,М,Веб,,Да,,Школа-лицей
8247,2024-12-10,23:56,Зачисление в 1 класс,Школа-лицей №8,г. Астана,Отменено,15,Ж,КИОСК,,Да,Системная ошибка,Гимназия
8248,2025-05-30,02:37,Перевод из другой школы,Школа-лицей №10,Туркестанская,Записан,8,Ж,Через школу,,Нет,,Школа
8249,2025-01-03,22:21,Запрос справки,Школа-лицей №3,Алматинская,Обслужен,11,Ж,КИОСК,2025-01-03,Да,,Школа-лицей
8250,2025-02-01,20:09,Зачисление в 1 класс,Школа-лицей №3,г. Астана,Записан,9,М,Через школу,,Нет,,Гимназия
8251,2024-10-10,13:42,Зачисление в 1 класс,Школа-лицей №7,Алматинская,Записан,8,М,Через школу,,Да,,Школа-лицей
8252,2025-05-06,23:55,Запись в продлёнку,Школа-лицей №6,г. Алматы,Записан,15,М,Веб,,Да,,Гимназия
8253,2025-01-11,07:18,Запрос справки,Школа-лицей №10,Алматинская,Записан,14,Ж,Веб,,Да,,Гимназия
8254,2024-11-20,03:52,Перевод из другой школы,Школа-лицей №5,Туркестанская,Обслужен,16,М,Веб,2024-11-20,Да,,Гимназия
8255,2024-08-02,13:03,Зачисление в 1 класс,Школа-лицей №4,Актюбинская,Записан,13,М,Веб,,Да,,Школа
8256,2025-04-29,06:48,Запись в продлёнку,Школа-лицей №10,г. Алматы,Обслужен,10,Ж,Мобильное приложение,2025-04-29,Да,,Гимназия
8257,2024-12-02,20:03,Зачисление в 1 класс,Школа-лицей №1,Актюбинская,Отменено,13,М,Через школу,,Нет,По желанию,Гимназия
8258,2024-08-30,18:54,Запрос справки,Школа-лицей №1,Алматинская,Записан,12,М,Через школу,,Нет,,Школа-лицей
8259,2024-09-22,11:38,Зачисление в 1 класс,Школа-лицей №6,Карагандинская,Отменено,15,Ж,Веб,,Нет,Отменено учреждением,Школа-лицей
