ID,Дата обращения,Категория,Подкатегория,Регион,Возраст заявителя,Пол,Статус,Дата ответа,Кол-во детей,Возраст старшего ребенка,Ответственный орган,Тип заявителя,Способ подачи,Язык обращения,Повторное обращение,Канал получения ответа,Категория срочности,Вид обращения,Тематика
8762,2024-09-24,ЖКХ,Водоснабжение,Актюбинская,68,Ж,На рассмотрении,2024-09-27,2,20.0,МОН РК,Юридическое лицо,Лично,Казахский,Да,Портал,Высокая,Жалоба,Земельный вопрос
8763,2024-09-08,ЖКХ,Водоснабжение,Туркестанская,70,М,Рассмотрено,2024-09-19,1,23.0,МОН РК,Физическое лицо,Мобильное приложение,Казахский,Нет,Email,Низкая,Предложение,Медицина
8764,2024-07-16,Образование,Школы,Акмолинская,31,М,Отклонено,2024-08-06,0,,Акимат города,Физическое лицо,Лично,Казахский,Да,Email,Средняя,Благодарность,Образование
8765,2023-08-28,Жилищный вопрос,Ипотека,г. Алматы,48,М,На рассмотрении,2023-09-02,0,,ЦОН,Юридическое лицо,Почта,Русский,Да,Email,Средняя,Жалоба,Социальные пособия
8766,2023-12-09,Социальная защита,Многодетные семьи,Восточно-Казахстанская,75,Ж,Отклонено,2023-12-16,0,,МОН РК,Физическое лицо,Лично,Казахский,Да,Телефон,Средняя,Благодарность,Электроснабжение
8767,2024-05-20,Образование,Детсады,г. Алматы,70,М,В работе,2024-06-26,1,14.0,Министерство здравоохранения,Физическое лицо,Мобильное приложение,Казахский,Да,Телефон,Высокая,Жалоба,Социальные пособия
8768,2024-01-31,Образование,Школы,Туркестанская,70,М,Отклонено,2024-02-19,1,2.0,Министерство здравоохранения,Физическое лицо,Лично,Русский,Да,Бумажное письмо,Средняя,Предложение,Медицина
8769,2025-02-19,Образование,Школы,Восточно-Казахстанская,46,Ж,На рассмотрении,2025-03-11,0,,МОН РК,Юридическое лицо,Почта,Казахский,Да,Бумажное письмо,Высокая,Жалоба,Электроснабжение
8770,2024-04-21,Жилищный вопрос,Аренда,Акмолинская,34,Ж,Отклонено,2024-05-01,5,18.0,Министерство труда,Юридическое лицо,Веб-сайт,Русский,Нет,Email,Средняя,Предложение,Социальные пособия
8771,2023-10-12,Жилищный вопрос,Снос жилья,Восточно-Казахстанская,41,Ж,На рассмотрении,2023-11-05,0,,ЦОН,Физическое лицо,Лично,Казахский,Нет,Бумажное письмо,Низкая,Благодарность,Земельный вопрос
8772,2023-09-30,Социальная защита,Пособия,Карагандинская,86,М,Рассмотрено,2023-10-03,2,2.0,Министерство труда,Физическое лицо,Мобильное приложение,Казахский,Да,Портал,Низкая,Жалоба,Электроснабжение
8773,2024-03-07,Здравоохранение,Доступ к поликлинике,Восточно-Казахстанская,56,Ж,Отклонено,2024-03-13,0,,ЦОН,Физическое лицо,Почта,Казахский,Нет,Портал,Высокая,Жалоба,Медицина
8774,2023-08-23,Труд и занятость,Безработица,г. Астана,77,М,В работе,2023-09-18,2,20.0,Акимат города,Физическое лицо,Почта,Казахский,Да,Портал,Низкая,Предложение,Образование
8775,2024-06-23,ЖКХ,Электричество,Жамбылская,26,М,Отклонено,2024-07-07,1,24.0,Министерство труда,Физическое лицо,Почта,Казахский,Нет,Email,Низкая,Благодарность,Электроснабжение
8776,2024-09-05,ЖКХ,Электричество,Мангистауская,50,Ж,В работе,2024-09-22,1,20.0,МОН РК,Физическое лицо,Веб-сайт,Казахский,Да,Бумажное письмо,Средняя,Вопрос,Социальные пособия
8777,2025-01-18,Труд и занятость,Трудовые споры,Восточно-Казахстанская,85,М,В работе,2025-01-21,1,11.0,ЦОН,Юридическое лицо,Почта,Русский,Нет,Телефон,Высокая,Благодарность,Электроснабжение
8778,2023-07-28,Здравоохранение,Доступ к поликлинике,Западно-Казахстанская,62,М,На рассмотрении,2023-08-20,0,,Министерство здравоохранения,Физическое лицо,Веб-сайт,Казахский,Да,Бумажное письмо,Высокая,Благодарность,Образование
8779,2024-08-18,Социальная защита,Пенсии,Северо-Казахстанская,68,Ж,В работе,2024-09-11,1,0.0,Акимат города,Физическое лицо,Веб-сайт,Казахский,Нет,Бумажное письмо,Высокая,Вопрос,Электроснабжение
8780,2024-04-25,Образование,Детсады,Жамбылская,44,М,Рассмотрено,2024-06-02,3,9.0,МОН РК,Физическое лицо,Веб-сайт,Казахский,Нет,Телефон,Высокая,Вопрос,Электроснабжение
8781,2024-01-09,ЖКХ,Водоснабжение,Акмолинская,39,Ж,Рассмотрено,2024-01-11,2,17.0,МОН РК,Физическое лицо,Веб-сайт,Русский,Да,Бумажное письмо,Низкая,Благодарность,Медицина
8782,2023-08-25,Здравоохранение,Доступ к поликлинике,Жамбылская,36,Ж,В работе,2023-09-09,2,14.0,Министерство труда,Юридическое лицо,Мобильное приложение,Казахский,Нет,Email,Низкая,Вопрос,Электроснабжение
8783,2024-04-24,Здравоохранение,Доступ к поликлинике,Карагандинская,48,М,Отклонено,2024-05-14,1,20.0,Министерство здравоохранения,Физическое лицо,Почта,Русский,Нет,Портал,Средняя,Предложение,Образование
8784,2024-07-13,Образование,Школы,Акмолинская,64,Ж,Отклонено,2024-07-31,2,18.0,Министерство труда,Юридическое лицо,Веб-сайт,Русский,Нет,Email,Низкая,Благодарность,Социальные пособия
8785,2024-05-22,Социальная защита,Пенсии,Алматинская,81,М,На рассмотрении,2024-06-12,2,10.0,ЦОН,Физическое лицо,Веб-сайт,Казахский,Нет,Телефон,Низкая,Вопрос,Образование
8786,2025-02-10,Социальная защита,Многодетные семьи,Восточно-Казахстанская,19,Ж,В работе,2025-03-06,0,,МОН РК,Юридическое лицо,Лично,Русский,Нет,Бумажное письмо,Высокая,Вопрос,Электроснабжение
8787,2024-12-13,Социальная защита,Многодетные семьи,Жамбылская,36,М,В работе,2025-01-01,3,2.0,Министерство здравоохранения,Юридическое лицо,Почта,Русский,Нет,Email,Низкая,Жалоба,Электроснабжение
8788,2023-09-29,Труд и занятость,Безработица,Западно-Казахстанская,53,Ж,В работе,2023-10-26,2,19.0,Акимат города,Физическое лицо,Лично,Русский,Да,Бумажное письмо,Высокая,Предложение,Социальные пособия
8789,2025-01-31,ЖКХ,Отопление,Туркестанская,59,Ж,Рассмотрено,2025-02-22,2,20.0,Министерство здравоохранения,Физическое лицо,Лично,Казахский,Нет,Портал,Низкая,Вопрос,Социальные пособия
8790,2023-10-02,Жилищный вопрос,Ипотека,Северо-Казахстанская,80,Ж,Отклонено,2023-11-07,0,,МОН РК,Юридическое лицо,Мобильное приложение,Казахский,Нет,Портал,Высокая,Предложение,Социальные пособия
8791,2024-06-27,Жилищный вопрос,Ипотека,Восточно-Казахстанская,79,М,Отклонено,2024-07-04,2,13.0,Министерство труда,Юридическое лицо,Мобильное приложение,Русский,Нет,Бумажное письмо,Средняя,Предложение,Образование
8792,2024-08-27,Труд и занятость,Охрана труда,Алматинская,25,Ж,Отклонено,2024-09-15,1,14.0,ЦОН,Физическое лицо,Лично,Казахский,Да,Email,Средняя,Жалоба,Социальные пособия
8793,2023-11-20,Жилищный вопрос,Ипотека,Карагандинская,27,Ж,В работе,2023-12-22,2,10.0,Министерство здравоохранения,Юридическое лицо,Веб-сайт,Казахский,Да,Портал,Высокая,Благодарность,Электроснабжение
8794,2024-07-02,Образование,Детсады,Карагандинская,46,М,Отклонено,2024-08-07,1,1.0,Министерство здравоохранения,Физическое лицо,Почта,Казахский,Да,Email,Высокая,Жалоба,Образование
8795,2024-04-22,Образование,Детсады,Мангистауская,76,М,На рассмотрении,2024-05-20,1,5.0,Министерство здравоохранения,Юридическое лицо,Мобильное приложение,Русский,Да,Email,Высокая,Жалоба,Образование
8796,2024-11-07,Жилищный вопрос,Ипотека,Мангистауская,39,Ж,Отклонено,2024-11-11,2,17.0,Министерство труда,Юридическое лицо,Веб-сайт,Казахский,Нет,Email,Средняя,Жалоба,Образование
8797,2024-09-05,Труд и занятость,Трудовые споры,г. Астана,53,М,Рассмотрено,2024-09-28,3,13.0,Министерство здравоохранения,Физическое лицо,Лично,Казахский,Да,Бумажное письмо,Средняя,Благодарность,Образование
8798,2023-11-19,Жилищный вопрос,Ипотека,г. Алматы,21,М,Рассмотрено,2023-11-28,1,9.0,МОН РК,Юридическое лицо,Мобильное приложение,Русский,Нет,Email,Средняя,Предложение,Образование
8799,2024-08-28,Здравоохранение,Медикаменты,Северо-Казахстанская,61,Ж,Рассмотрено,2024-09-05,2,19.0,ЦОН,Юридическое лицо,Лично,Казахский,Нет,Телефон,Средняя,Предложение,Электроснабжение
8800,2024-10-10,ЖКХ,Электричество,г. Алматы,48,М,На рассмотрении,2024-10-14,2,9.0,Акимат города,Физическое лицо,Лично,Казахский,Нет,Бумажное письмо,Средняя,Благодарность,Образование
8801,2025-01-11,ЖКХ,Отопление,Северо-Казахстанская,47,Ж,На рассмотрении,2025-01-15,1,14.0,Министерство здравоохранения,Физическое лицо,Веб-сайт,Русский,Нет,Портал,Средняя,Вопрос,Земельный вопрос
8802,2024-07-31,Образование,Школы,Актюбинская,85,М,В работе,2024-09-02,2,18.0,Министерство здравоохранения,Физическое лицо,Почта,Казахский,Да,Портал,Низкая,Вопрос,Образование
8803,2023-12-28,ЖКХ,Отопление,Алматинская,21,М,На рассмотрении,2024-01-20,2,7.0,ЦОН,Физическое лицо,Мобильное приложение,Казахский,Нет,Портал,Низкая,Предложение,Медицина
8804,2023-12-25,Образование,Школы,Акмолинская,18,М,На рассмотрении,2024-02-01,1,8.0,МОН РК,Физическое лицо,Мобильное приложение,Русский,Нет,Email,Низкая,Вопрос,Земельный вопрос
8805,2023-08-14,Здравоохранение,Медикаменты,г. Алматы,72,М,На рассмотрении,2023-08-23,1,20.0,Министерство труда,Юридическое лицо,Мобильное приложение,Русский,Нет,Портал,Низкая,Вопрос,Образование
8806,2024-01-12,Образование,ВУЗы,Акмолинская,76,Ж,В работе,2024-02-07,2,3.0,ЦОН,Физическое лицо,Веб-сайт,Казахский,Да,Портал,Высокая,Жалоба,Образование
8807,2025-02-12,Труд и занятость,Охрана труда,Карагандинская,67,Ж,На рассмотрении,2025-02-28,1,18.0,Министерство здравоохранения,Физическое лицо,Лично,Казахский,Нет,Портал,Высокая,Жалоба,Земельный вопрос
8808,2024-05-19,Жилищный вопрос,Аренда,Акмолинская,43,М,Отклонено,2024-05-25,0,,Акимат города,Юридическое лицо,Мобильное приложение,Русский,Нет,Телефон,Средняя,Жалоба,Образование
8809,2024-02-26,Социальная защита,Пособия,Алматинская,85,М,На рассмотрении,2024-03-11,3,20.0,Министерство здравоохранения,Физическое лицо,Веб-сайт,Русский,Нет,Телефон,Низкая,Жалоба,Земельный вопрос
8810,2024-12-02,Труд и занятость,Трудовые споры,Восточно-Казахстанская,76,Ж,На рассмотрении,2025-01-04,1,12.0,ЦОН,Физическое лицо,Мобильное приложение,Русский,Да,Email,Средняя,Жалоба,Электроснабжение
8811,2025-06-06,Труд и занятость,Трудовые споры,Мангистауская,26,Ж,На рассмотрении,2025-07-01,0,,ЦОН,Физическое лицо,Мобильное приложение,Казахский,Нет,Портал,Средняя,Предложение,Земельный вопрос
8812,2024-09-09,Образование,ВУЗы,Акмолинская,70,М,В работе,2024-10-05,1,13.0,Министерство здравоохранения,Юридическое лицо,Мобильное приложение,Русский,Нет,Телефон,Низкая,Предложение,Образование
8813,2023-08-28,Здравоохранение,Доступ к поликлинике,Туркестанская,25,М,Отклонено,2023-10-05,0,,Министерство труда,Физическое лицо,Почта,Русский,Да,Телефон,Высокая,Благодарность,Земельный вопрос
8814,2023-09-15,Образование,Детсады,Акмолинская,62,М,В работе,2023-10-05,3,19.0,Министерство здравоохранения,Юридическое лицо,Почта,Казахский,Нет,Email,Высокая,Вопрос,Социальные пособия
8815,2024-11-22,Жилищный вопрос,Аренда,Карагандинская,18,Ж,В работе,2024-12-30,4,2.0,Министерство здравоохранения,Физическое лицо,Лично,Казахский,Да,Email,Высокая,Вопрос,Образование
8816,2024-05-06,Социальная защита,Многодетные семьи,Северо-Казахстанская,27,Ж,Рассмотрено,2024-06-05,1,3.0,МОН РК,Физическое лицо,Почта,Русский,Нет,Email,Низкая,Жалоба,Медицина
8817,2024-05-13,Труд и занятость,Трудовые споры,Акмолинская,74,М,На рассмотрении,2024-06-20,0,,Акимат города,Физическое лицо,Лично,Русский,Нет,Телефон,Низкая,Жалоба,Электроснабжение
8818,2024-03-29,Труд и занятость,Безработица,Акмолинская,29,Ж,Рассмотрено,2024-05-01,0,,Министерство труда,Физическое лицо,Веб-сайт,Казахский,Нет,Телефон,Средняя,Жалоба,Электроснабжение
8819,2024-03-16,Жилищный вопрос,Ипотека,Северо-Казахстанская,19,М,Отклонено,2024-04-03,2,13.0,МОН РК,Юридическое лицо,Веб-сайт,Казахский,Нет,Бумажное письмо,Низкая,Предложение,Электроснабжение
8820,2023-11-14,ЖКХ,Водоснабжение,Акмолинская,69,Ж,Отклонено,2023-11-30,1,2.0,ЦОН,Юридическое лицо,Мобильное приложение,Русский,Нет,Телефон,Средняя,Предложение,Электроснабжение
8821,2024-02-24,Жилищный вопрос,Снос жилья,Северо-Казахстанская,67,М,Рассмотрено,2024-04-01,0,,Министерство здравоохранения,Юридическое лицо,Лично,Русский,Нет,Портал,Высокая,Предложение,Социальные пособия
8822,2024-03-13,Образование,Детсады,г. Алматы,50,Ж,Рассмотрено,2024-03-28,1,1.0,ЦОН,Физическое лицо,Лично,Русский,Да,Телефон,Низкая,Благодарность,Электроснабжение
8823,2024-09-23,Здравоохранение,Медикаменты,Восточно-Казахстанская,43,М,Рассмотрено,2024-10-07,0,,Акимат города,Юридическое лицо,Веб-сайт,Казахский,Нет,Телефон,Низкая,Жалоба,Медицина
8824,2024-11-10,Социальная защита,Многодетные семьи,Акмолинская,68,Ж,Рассмотрено,2024-11-28,0,,Акимат города,Юридическое лицо,Почта,Казахский,Нет,Бумажное письмо,Низкая,Предложение,Социальные пособия
8825,2023-07-08,Социальная защита,Многодетные семьи,г. Алматы,30,Ж,На рассмотрении,2023-08-01,4,4.0,МОН РК,Физическое лицо,Мобильное приложение,Казахский,Да,Email,Средняя,Предложение,Электроснабжение
8826,2025-02-06,Социальная защита,Многодетные семьи,Актюбинская,29,Ж,Рассмотрено,2025-03-06,1,3.0,Акимат города,Юридическое лицо,Лично,Русский,Нет,Портал,Низкая,Жалоба,Земельный вопрос
8827,2024-02-11,Социальная защита,Пособия,г. Алматы,65,Ж,Отклонено,2024-03-11,2,10.0,ЦОН,Юридическое лицо,Почта,Казахский,Да,Бумажное письмо,Средняя,Вопрос,Социальные пособия
8828,2023-10-29,ЖКХ,Водоснабжение,Туркестанская,26,Ж,Отклонено,2023-11-17,1,20.0,Акимат города,Юридическое лицо,Почта,Русский,Нет,Бумажное письмо,Высокая,Жалоба,Земельный вопрос
8829,2024-03-17,Здравоохранение,Медикаменты,Жамбылская,23,Ж,В работе,2024-03-23,0,,ЦОН,Физическое лицо,Почта,Русский,Нет,Email,Низкая,Жалоба,Медицина
8830,2024-10-10,ЖКХ,Электричество,Жамбылская,31,Ж,Отклонено,2024-11-09,1,3.0,Акимат города,Юридическое лицо,Лично,Казахский,Нет,Бумажное письмо,Высокая,Жалоба,Медицина
8831,2025-03-19,Жилищный вопрос,Ипотека,Мангистауская,39,Ж,Отклонено,2025-04-08,0,,Министерство здравоохранения,Юридическое лицо,Веб-сайт,Казахский,Да,Телефон,Средняя,Благодарность,Земельный вопрос
8832,2025-03-04,Образование,Школы,Туркестанская,30,М,Отклонено,2025-04-03,1,20.0,МОН РК,Юридическое лицо,Почта,Русский,Да,Портал,Высокая,Благодарность,Электроснабжение
8833,2024-05-28,ЖКХ,Водоснабжение,Восточно-Казахстанская,26,М,В работе,2024-06-13,1,9.0,МОН РК,Юридическое лицо,Лично,Русский,Да,Портал,Высокая,Благодарность,Земельный вопрос
8834,2024-10-16,Социальная защита,Пенсии,Туркестанская,55,М,В работе,2024-10-31,2,10.0,МОН РК,Физическое лицо,Лично,Казахский,Нет,Портал,Высокая,Жалоба,Социальные пособия
8835,2023-10-11,Социальная защита,Пособия,Мангистауская,51,Ж,Отклонено,2023-10-15,1,11.0,МОН РК,Физическое лицо,Лично,Русский,Да,Телефон,Средняя,Предложение,Образование
8836,2024-05-27,Труд и занятость,Трудовые споры,Карагандинская,82,М,На рассмотрении,2024-06-09,1,22.0,Акимат города,Юридическое лицо,Почта,Казахский,Нет,Телефон,Средняя,Жалоба,Образование
8837,2023-07-24,Труд и занятость,Трудовые споры,Восточно-Казахстанская,74,М,Отклонено,2023-07-29,1,21.0,Министерство труда,Юридическое лицо,Лично,Казахский,Нет,Портал,Низкая,Предложение,Электроснабжение
8838,2025-06-06,Образование,Школы,Карагандинская,19,Ж,Отклонено,2025-07-06,1,10.0,Министерство труда,Физическое лицо,Лично,Русский,Нет,Бумажное письмо,Низкая,Вопрос,Медицина
8839,2025-03-16,Социальная защита,Пенсии,Жамбылская,34,М,Рассмотрено,2025-04-11,2,7.0,Министерство здравоохранения,Юридическое лицо,Лично,Казахский,Нет,Email,Средняя,Жалоба,Электроснабжение
8840,2023-12-18,Труд и занятость,Трудовые споры,Актюбинская,78,М,Отклонено,2024-01-12,2,21.0,ЦОН,Юридическое лицо,Мобильное приложение,Казахский,Нет,Email,Низкая,Предложение,Образование
8841,2023-11-22,Жилищный вопрос,Аренда,Актюбинская,70,Ж,Рассмотрено,2023-12-24,2,22.0,ЦОН,Физическое лицо,Почта,Русский,Нет,Email,Средняя,Вопрос,Электроснабжение
8842,2024-12-03,ЖКХ,Водоснабжение,Западно-Казахстанская,57,Ж,Рассмотрено,2024-12-15,2,22.0,Акимат города,Физическое лицо,Почта,Казахский,Нет,Бумажное письмо,Низкая,Благодарность,Земельный вопрос
8843,2024-04-05,Жилищный вопрос,Снос жилья,г. Астана,22,Ж,В работе,2024-04-22,0,,Министерство здравоохранения,Физическое лицо,Мобильное приложение,Русский,Да,Телефон,Средняя,Жалоба,Медицина
8844,2023-10-19,Образование,Школы,Алматинская,66,М,На рассмотрении,2023-11-20,0,,Министерство здравоохранения,Физическое лицо,Мобильное приложение,Русский,Нет,Email,Высокая,Предложение,Земельный вопрос
8845,2025-01-28,Социальная защита,Многодетные семьи,Туркестанская,33,М,В работе,2025-02-05,2,20.0,Министерство здравоохранения,Физическое лицо,Веб-сайт,Русский,Нет,Портал,Низкая,Вопрос,Социальные пособия
8846,2025-01-05,Труд и занятость,Трудовые споры,Акмолинская,61,Ж,В работе,2025-02-10,1,22.0,Министерство здравоохранения,Физическое лицо,Веб-сайт,Русский,Да,Портал,Низкая,Благодарность,Медицина
8847,2025-04-12,Жилищный вопрос,Снос жилья,Северо-Казахстанская,47,М,Рассмотрено,2025-05-22,2,16.0,ЦОН,Физическое лицо,Веб-сайт,Русский,Да,Портал,Средняя,Благодарность,Медицина
8848,2023-08-25,ЖКХ,Электричество,Восточно-Казахстанская,61,Ж,В работе,2023-09-20,3,6.0,Министерство труда,Физическое лицо,Почта,Русский,Да,Бумажное письмо,Высокая,Жалоба,Земельный вопрос
8849,2023-09-15,Труд и занятость,Безработица,Алматинская,67,М,На рассмотрении,2023-10-08,1,1.0,Министерство здравоохранения,Физическое лицо,Веб-сайт,Казахский,Нет,Бумажное письмо,Средняя,Предложение,Земельный вопрос
8850,2025-01-14,Труд и занятость,Трудовые споры,Восточно-Казахстанская,66,М,На рассмотрении,2025-01-20,1,17.0,МОН РК,Юридическое лицо,Почта,Русский,Нет,Телефон,Низкая,Жалоба,Электроснабжение
8851,2023-08-01,Жилищный вопрос,Снос жилья,Жамбылская,68,М,Отклонено,2023-08-31,1,18.0,Министерство труда,Физическое лицо,Мобильное приложение,Казахский,Нет,Email,Средняя,Предложение,Образование
8852,2023-12-25,Здравоохранение,Скорая помощь,Мангистауская,80,Ж,На рассмотрении,2024-01-23,0,,Министерство здравоохранения,Физическое лицо,Мобильное приложение,Русский,Нет,Телефон,Высокая,Благодарность,Электроснабжение
8853,2024-10-14,Жилищный вопрос,Ипотека,г. Астана,25,М,Отклонено,2024-11-03,0,,Акимат города,Физическое лицо,Мобильное приложение,Казахский,Да,Бумажное письмо,Высокая,Предложение,Земельный вопрос
8854,2025-06-08,Труд и занятость,Безработица,г. Алматы,67,Ж,Рассмотрено,2025-06-25,1,20.0,Акимат города,Физическое лицо,Лично,Казахский,Нет,Бумажное письмо,Высокая,Предложение,Земельный вопрос
8855,2023-10-12,Труд и занятость,Безработица,Акмолинская,43,Ж,Рассмотрено,2023-11-06,2,11.0,Министерство труда,Физическое лицо,Почта,Казахский,Нет,Портал,Низкая,Предложение,Медицина
8856,2025-04-24,Социальная защита,Пособия,Алматинская,74,М,Отклонено,2025-05-05,1,24.0,Министерство труда,Юридическое лицо,Почта,Казахский,Нет,Бумажное письмо,Низкая,Вопрос,Земельный вопрос
8857,2025-03-27,Труд и занятость,Охрана труда,Жамбылская,82,М,Рассмотрено,2025-04-18,1,9.0,МОН РК,Юридическое лицо,Лично,Русский,Нет,Телефон,Высокая,Жалоба,Электроснабжение
8858,2025-03-18,Жилищный вопрос,Ипотека,Жамбылская,89,Ж,Отклонено,2025-04-05,1,24.0,МОН РК,Юридическое лицо,Веб-сайт,Казахский,Да,Телефон,Высокая,Благодарность,Земельный вопрос
8859,2024-01-29,Образование,Детсады,г. Алматы,36,М,Отклонено,2024-02-22,1,13.0,Акимат города,Физическое лицо,Лично,Казахский,Нет,Портал,Низкая,Жалоба,Электроснабжение
8860,2023-06-30,Образование,Детсады,Северо-Казахстанская,18,М,Рассмотрено,2023-08-03,0,,Министерство здравоохранения,Физическое лицо,Веб-сайт,Казахский,Да,Портал,Низкая,Благодарность,Образование
8861,2024-03-12,Образование,Детсады,Акмолинская,42,М,Отклонено,2024-04-19,1,0.0,ЦОН,Физическое лицо,Лично,Казахский,Да,Телефон,Средняя,Предложение,Образование
8862,2024-12-09,ЖКХ,Электричество,Алматинская,26,М,На рассмотрении,2025-01-09,2,9.0,МОН РК,Юридическое лицо,Лично,Казахский,Да,Email,Низкая,Благодарность,Электроснабжение
8863,2025-03-05,Здравоохранение,Медикаменты,Северо-Казахстанская,80,Ж,В работе,2025-03-29,1,13.0,МОН РК,Юридическое лицо,Веб-сайт,Казахский,Да,Телефон,Низкая,Вопрос,Образование
8864,2023-09-14,Здравоохранение,Медикаменты,Карагандинская,62,Ж,Рассмотрено,2023-10-05,2,22.0,Министерство здравоохранения,Физическое лицо,Почта,Казахский,Нет,Email,Низкая,Предложение,Образование
8865,2024-02-11,Труд и занятость,Охрана труда,Северо-Казахстанская,59,М,В работе,2024-02-13,3,23.0,ЦОН,Физическое лицо,Лично,Казахский,Да,Email,Высокая,Предложение,Электроснабжение
8866,2024-06-03,Социальная защита,Пособия,Восточно-Казахстанская,21,М,На рассмотрении,2024-06-20,0,,Министерство здравоохранения,Юридическое лицо,Мобильное приложение,Русский,Нет,Портал,Средняя,Вопрос,Земельный вопрос
8867,2024-06-19,Социальная защита,Пособия,Мангистауская,25,Ж,Рассмотрено,2024-07-04,1,9.0,МОН РК,Юридическое лицо,Мобильное приложение,Казахский,Нет,Телефон,Средняя,Жалоба,Социальные пособия
8868,2023-07-07,Образование,Детсады,Жамбылская,87,Ж,На рассмотрении,2023-07-21,2,23.0,Акимат города,Физическое лицо,Мобильное приложение,Русский,Нет,Телефон,Средняя,Благодарность,Образование
8869,2024-03-03,Социальная защита,Пенсии,Мангистауская,39,М,Рассмотрено,2024-03-10,2,22.0,Акимат города,Физическое лицо,Лично,Русский,Да,Email,Высокая,Жалоба,Медицина
8870,2023-11-29,Социальная защита,Пособия,Карагандинская,66,Ж,Отклонено,2023-12-08,1,4.0,Министерство здравоохранения,Физическое лицо,Веб-сайт,Казахский,Нет,Email,Низкая,Жалоба,Земельный вопрос
8871,2025-01-14,Социальная защита,Пособия,Жамбылская,21,М,Отклонено,2025-02-16,1,23.0,ЦОН,Юридическое лицо,Лично,Русский,Нет,Email,Средняя,Благодарность,Медицина
8872,2024-08-10,Социальная защита,Пенсии,Карагандинская,72,М,На рассмотрении,2024-08-29,1,21.0,Акимат города,Физическое лицо,Мобильное приложение,Казахский,Да,Бумажное письмо,Высокая,Жалоба,Земельный вопрос
8873,2023-12-01,ЖКХ,Водоснабжение,г. Алматы,65,Ж,В работе,2023-12-17,2,24.0,МОН РК,Юридическое лицо,Лично,Казахский,Да,Бумажное письмо,Низкая,Предложение,Медицина
8874,2023-11-25,Социальная защита,Многодетные семьи,Актюбинская,25,Ж,В работе,2023-12-14,0,,МОН РК,Физическое лицо,Почта,Казахский,Да,Телефон,Низкая,Предложение,Медицина
8875,2024-08-17,Жилищный вопрос,Снос жилья,Карагандинская,26,М,Рассмотрено,2024-09-11,0,,Акимат города,Юридическое лицо,Веб-сайт,Казахский,Нет,Портал,Высокая,Жалоба,Электроснабжение
8876,2024-07-30,Социальная защита,Пособия,Западно-Казахстанская,52,Ж,Рассмотрено,2024-08-16,0,,Министерство здравоохранения,Юридическое лицо,Мобильное приложение,Русский,Да,Email,Средняя,Жалоба,Электроснабжение
8877,2025-01-22,Образование,ВУЗы,Северо-Казахстанская,35,Ж,На рассмотрении,2025-01-24,1,21.0,Акимат города,Физическое лицо,Веб-сайт,Русский,Нет,Портал,Высокая,Вопрос,Медицина
8878,2024-01-06,Труд и занятость,Безработица,Туркестанская,65,М,В работе,2024-01-08,2,14.0,ЦОН,Физическое лицо,Лично,Казахский,Да,Email,Низкая,Благодарность,Электроснабжение
8879,2024-08-19,Жилищный вопрос,Снос жилья,Северо-Казахстанская,38,М,Рассмотрено,2024-08-27,5,14.0,Министерство здравоохранения,Юридическое лицо,Почта,Казахский,Нет,Бумажное письмо,Низкая,Предложение,Образование
8880,2024-06-29,Жилищный вопрос,Ипотека,Туркестанская,29,Ж,В работе,2024-07-13,1,23.0,Министерство труда,Юридическое лицо,Почта,Русский,Да,Бумажное письмо,Высокая,Жалоба,Социальные пособия
8881,2024-10-15,ЖКХ,Электричество,Карагандинская,89,Ж,На рассмотрении,2024-11-14,0,,Министерство здравоохранения,Юридическое лицо,Почта,Русский,Да,Email,Высокая,Предложение,Земельный вопрос
8882,2025-01-06,Труд и занятость,Охрана труда,Западно-Казахстанская,47,Ж,Отклонено,2025-01-22,1,9.0,Акимат города,Юридическое лицо,Веб-сайт,Казахский,Да,Портал,Высокая,Предложение,Земельный вопрос
8883,2023-10-07,Образование,ВУЗы,Акмолинская,41,Ж,На рассмотрении,2023-11-10,2,19.0,Министерство здравоохранения,Физическое лицо,Лично,Казахский,Нет,Email,Низкая,Предложение,Электроснабжение
8884,2024-12-10,ЖКХ,Электричество,Акмолинская,64,Ж,Отклонено,2025-01-15,3,10.0,Министерство здравоохранения,Юридическое лицо,Почта,Казахский,Да,Email,Низкая,Вопрос,Земельный вопрос
8885,2024-12-13,ЖКХ,Электричество,Жамбылская,64,М,Отклонено,2025-01-18,4,3.0,Акимат города,Юридическое лицо,Веб-сайт,Русский,Да,Портал,Низкая,Предложение,Земельный вопрос
8886,2024-11-20,Жилищный вопрос,Ипотека,Акмолинская,82,М,Рассмотрено,2024-12-18,0,,ЦОН,Физическое лицо,Веб-сайт,Русский,Нет,Бумажное письмо,Низкая,Предложение,Образование
8887,2023-07-04,ЖКХ,Водоснабжение,Западно-Казахстанская,51,Ж,В работе,2023-07-13,2,1.0,Министерство здравоохранения,Юридическое лицо,Мобильное приложение,Русский,Нет,Email,Высокая,Жалоба,Образование
8888,2024-04-07,Жилищный вопрос,Снос жилья,Жамбылская,67,М,На рассмотрении,2024-04-15,0,,ЦОН,Физическое лицо,Веб-сайт,Русский,Нет,Email,Высокая,Предложение,Образование
8889,2024-09-14,Образование,Школы,Жамбылская,63,Ж,Отклонено,2024-10-17,4,17.0,Акимат города,Физическое лицо,Лично,Русский,Да,Телефон,Высокая,Вопрос,Социальные пособия
